Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
Strasbourg,Caleb Wiley,us USA,DF,19.0,3.0,4,1.35,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0
Strasbourg,Junior Mwanga,fr FRA,MF,21.0,3.3,2,0.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Marvin Senaya,tg TOG,DF,23.0,2.5,3,1.19,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Jérémy Sebas,mq MTQ,FW,21.0,2.1,4,1.91,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Pape Daouda Diongue,sn SEN,MF,nan,0.9,1,1.15,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Eduard Sobol,ua UKR,DF,29.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Óscar Perea,co COL,MF,18.0,0.2,1,6.43,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Milos Lukovic,rs SRB,FW,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Nordine Kandil,fr FRA,MF,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Thomas Delaine,fr FRA,DF,32.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Strasbourg,Karol Fila,pl POL,MF,26.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Adrien Thomasson,fr FRA,MF,30.0,29.2,109,3.75,85,9,0,8,3,4,11,0.38,8,0,0,3,0,0
Lens,Facundo Medina,ar ARG,DF,25.0,28.3,68,2.41,62,1,1,3,0,1,3,0.11,3,0,0,0,0,0
Lens,Andy Diouf,fr FRA,MF,21.0,24.9,85,3.44,63,1,11,7,2,1,3,0.12,3,0,0,0,0,0
Lens,Jonathan Gradit,fr FRA,DF,31.0,23.5,25,1.07,23,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Lens,Florian Sotoca,fr FRA,FW,33.0,20.1,53,2.66,44,0,4,2,3,0,3,0.15,3,0,0,0,0,0
Lens,Deiver Machado,co COL,DF,30.0,20.1,45,2.24,28,4,3,7,1,2,8,0.4,6,0,1,1,0,0
Lens,Neil El Aynaoui,fr FRA,MF,23.0,17.7,42,2.38,22,17,0,1,1,1,2,0.11,0,2,0,0,0,0
Lens,M'Bala Nzola,ao ANG,FW,27.0,16.3,39,2.4,28,0,3,6,1,1,5,0.31,3,0,1,1,0,0
Lens,Anass Zaroury,ma MAR,FW,23.0,15.7,72,4.61,49,14,2,4,3,0,4,0.26,3,0,0,0,1,0
Lens,Przemysław Frankowski,pl POL,DF,29.0,15.4,46,2.99,38,6,0,1,1,0,5,0.32,5,0,0,0,0,0
Lens,Malang Sarr,fr FRA,DF,25.0,15.4,21,1.36,20,1,0,0,0,0,2,0.13,2,0,0,0,0,0
Lens,Brice Samba,fr FRA,GK,30.0,15.0,4,0.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Mathew Ryan,au AUS,GK,32.0,14.0,4,0.29,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Ruben Aguilar,fr FRA,DF,31.0,12.6,26,2.08,24,0,0,2,0,0,5,0.4,4,0,0,1,0,0
Lens,Kevin Danso,at AUT,DF,25.0,12.0,12,1.0,12,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Lens,Goduine Koyalipou,cf CTA,FW,24.0,10.0,26,2.64,12,0,4,9,1,0,1,0.1,1,0,0,0,0,0
Lens,Angelo Fulgini,fr FRA,MF,27.0,11.7,54,4.65,42,9,0,2,1,0,2,0.17,2,0,0,0,0,0
Lens,Abdukodir Khusanov,uz UZB,DF,20.0,10.8,11,1.02,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Lens,Wesley Saïd,fr FRA,FW,29.0,10.2,27,2.69,18,0,5,1,2,1,0,0.0,0,0,0,0,0,0
Lens,Juma Bah,sl SLE,DF,18.0,7.6,7,0.92,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Jhoanner Chávez,ec ECU,DF,22.0,6.7,15,2.27,8,5,0,2,0,0,0,0.0,0,0,0,0,0,0
Lens,Nampalys Mendy,sn SEN,MF,32.0,6.6,11,1.68,8,0,0,1,1,1,2,0.31,1,0,0,0,0,1
Lens,Rémy Labeau Lascary,gp GLP,FW,21.0,7.1,20,2.83,10,0,7,2,1,0,5,0.71,2,0,3,0,0,0
Lens,Hervé Koffi,bf BFA,GK,27.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,David Costa,pt POR,MF,23.0,3.9,8,2.05,5,1,0,1,1,0,1,0.26,0,0,0,0,1,0
Lens,Tom Pouilly,fr FRA,DF,21.0,3.1,8,2.64,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Lens,Kyllian Antonio,fr FRA,DF,16.0,1.6,1,0.65,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Hamzat Ojediran,ng NGA,MF,20.0,4.6,9,1.96,6,0,0,3,0,0,2,0.44,0,0,0,2,0,0
Lens,Jeremy Agbonifo,se SWE,FW,18.0,3.3,8,2.4,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Martin Satriano,uy URU,"FW,DF",23.0,1.0,2,2.02,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Rayan Fofana,fr FRA,FW,18.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Gabin Capuano,fr FRA,FW,18.0,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lens,Kembo Diliwidi,fr FRA,DF,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Marco Bizot,nl NED,GK,33.0,32.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Mahdi Camara,fr FRA,MF,26.0,29.7,71,2.4,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0
Brest,Kenny Lala,mg MAD,DF,32.0,29.8,80,2.68,56,19,1,3,0,1,6,0.2,3,1,0,2,0,0
Brest,Ludovic Ajorque,fr FRA,FW,30.0,27.9,60,2.17,49,0,2,5,2,2,8,0.29,3,0,1,3,1,0
Brest,Brendan Chardonnet,fr FRA,DF,29.0,26.9,24,0.89,21,0,0,2,1,0,4,0.15,3,0,0,1,0,0
Brest,Hugo Magnetti,fr FRA,MF,26.0,26.0,28,1.08,24,2,0,1,1,0,4,0.15,3,0,0,0,1,0
Brest,Massadio Haïdara,ml MLI,DF,31.0,18.7,31,1.66,18,1,2,1,7,2,1,0.05,1,0,0,0,0,0
Brest,Abdoulaye Niakhate Ndiaye,sn SEN,DF,22.0,19.0,11,0.58,6,1,0,2,2,0,0,0.0,0,0,0,0,0,0
Brest,Mathias Pereira Lage,pt POR,FW,27.0,17.6,53,3.04,23,15,3,6,5,1,10,0.57,5,3,1,0,1,0
Brest,Pierre Lees-Melou,fr FRA,MF,31.0,17.0,52,3.07,44,1,0,4,3,0,4,0.24,3,0,0,1,0,0
Brest,Julien Le Cardinal,fr FRA,DF,26.0,15.3,14,0.91,11,1,0,0,1,1,2,0.13,1,0,0,0,0,1
Brest,Romain Del Castillo,fr FRA,FW,28.0,14.1,67,4.79,33,24,2,3,4,1,9,0.64,7,1,0,0,1,0
Brest,Abdallah Sima,sn SEN,FW,23.0,13.9,28,2.04,20,0,1,4,3,0,3,0.22,2,0,0,0,1,0
Brest,Kamory Doumbia,ml MLI,MF,21.0,14.8,58,3.95,36,11,2,1,4,4,7,0.48,2,1,1,1,0,2
Brest,Mama Samba Baldé,gw GNB,FW,28.0,12.9,42,3.29,30,0,3,2,5,2,5,0.39,4,0,0,0,1,0
Brest,Edimilson Fernandes,ch SUI,MF,28.0,12.3,16,1.3,11,1,0,1,2,1,1,0.08,1,0,0,0,0,0
Brest,Romain Faivre,fr FRA,MF,26.0,10.1,33,3.3,19,5,3,1,4,1,4,0.4,3,0,0,1,0,0
Brest,Jordan Amavi,fr FRA,DF,30.0,8.8,14,1.59,13,0,0,1,0,0,1,0.11,1,0,0,0,0,0
Brest,Luc Zogbé,ci CIV,DF,19.0,7.1,15,2.11,8,0,0,2,2,3,1,0.14,1,0,0,0,0,0
Brest,Jonas Martin,fr FRA,MF,34.0,5.6,8,1.45,8,0,0,0,0,0,2,0.36,2,0,0,0,0,0
Brest,Soumaïla Coulibaly,fr FRA,DF,20.0,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0
Brest,Ibrahim Salah,ma MAR,FW,22.0,4.0,11,2.76,8,0,2,1,0,0,2,0.5,1,0,0,1,0,0
Brest,Grégoire Coudert,fr FRA,GK,25.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Justin Bourgault,fr FRA,DF,18.0,1.4,2,1.49,2,0,0,0,0,0,1,0.74,1,0,0,0,0,0
Brest,Jérémy Le Douaron,fr FRA,FW,26.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Bradley Locko,fr FRA,DF,22.0,1.1,1,0.93,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Hamidou Makalou,ml MLI,FW,18.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Axel Camblan,fr FRA,MF,20.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Hianga Mananga Mbock,fr FRA,MF,24.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brest,Sérigné Diop,sn SEN,FW,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Cristian Cásseres Jr.,ve VEN,MF,24.0,30.1,77,2.57,41,20,4,1,5,6,5,0.17,2,2,0,0,0,1
Toulouse,Aron Dønnum,no NOR,DF,26.0,30.0,92,3.08,60,19,3,6,3,1,11,0.37,8,2,0,1,0,0
Toulouse,Charlie Cresswell,eng ENG,DF,21.0,28.8,24,0.83,18,0,0,5,1,0,3,0.1,2,0,0,1,0,0
Toulouse,Guillaume Restes,fr FRA,GK,19.0,28.3,3,0.11,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Toulouse,Mark McKenzie,us USA,DF,25.0,27.7,14,0.5,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0
Toulouse,Vincent Sierro,ch SUI,MF,28.0,26.8,63,2.36,39,16,1,4,2,1,4,0.15,4,0,0,0,0,0
Toulouse,Yann Gboho,fr FRA,MF,23.0,26.1,87,3.36,63,0,12,5,6,1,7,0.27,5,0,0,2,0,0
Toulouse,Djibril Sidibé,fr FRA,DF,32.0,23.4,35,1.5,34,0,0,0,1,0,7,0.3,7,0,0,0,0,0
Toulouse,Gabriel Suazo,cl CHI,DF,26.0,24.1,82,3.41,60,18,1,0,2,1,11,0.46,8,2,1,0,0,0
Toulouse,Zakaria Aboukhlal,ma MAR,MF,24.0,21.3,34,1.61,19,0,4,6,4,1,7,0.33,3,0,1,0,3,0
Toulouse,Joshua King,no NOR,FW,32.0,18.8,31,1.67,21,0,3,3,2,2,4,0.22,3,0,0,0,1,0
Toulouse,Frank Magri,cm CMR,FW,24.0,17.0,29,1.72,14,0,2,6,7,0,3,0.18,1,0,1,0,1,0
Toulouse,Jaydee Canvot,fr FRA,DF,18.0,12.3,14,1.14,13,0,0,0,1,0,2,0.16,2,0,0,0,0,0
Toulouse,Shavy Babicka,ga GAB,MF,24.0,13.3,29,2.2,20,1,3,0,3,2,5,0.38,3,0,1,0,1,0
Toulouse,Waren Kamanzi,no NOR,DF,23.0,11.4,23,2.02,18,0,3,0,2,0,3,0.26,2,0,1,0,0,0
Toulouse,Rasmus Nicolaisen,dk DEN,DF,27.0,6.9,9,1.3,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
Toulouse,Ümit Akdag,ro ROU,DF,20.0,5.6,5,0.9,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Kjetil Haug,no NOR,GK,26.0,5.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Rafik Messali,fr FRA,DF,21.0,5.1,16,3.16,16,0,0,0,0,0,2,0.39,2,0,0,0,0,0
Toulouse,Denis Genreau,au AUS,MF,25.0,2.5,8,3.24,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Niklas Schmidt,de GER,MF,26.0,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0
Toulouse,Miha Zajc,si SVN,MF,30.0,2.9,6,2.05,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Toulouse,Noah Edjouma,fr FRA,MF,18.0,1.9,5,2.62,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Toulouse,Logan Costa,cv CPV,DF,23.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Álex Domínguez,es ESP,GK,26.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Edhy Zuliani,fr FRA,DF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toulouse,Naatan Skyttä,fi FIN,FW,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Donovan Léon,gf GUF,GK,31.0,32.0,12,0.37,9,3,0,0,0,0,2,0.06,0,2,0,0,0,0
Auxerre,Gaëtan Perrin,fr FRA,MF,28.0,30.1,125,4.18,69,38,8,3,3,4,18,0.6,8,7,2,0,1,0
Auxerre,Jubal,br BRA,DF,30.0,29.4,15,0.51,9,1,0,2,1,2,1,0.03,0,0,0,0,1,0
Auxerre,Clément Akpa,ci CIV,DF,22.0,27.7,22,0.8,15,3,0,0,2,2,4,0.14,2,0,0,0,2,0
Auxerre,Elisha Owusu,gh GHA,MF,26.0,26.2,33,1.27,31,0,0,0,0,2,5,0.19,5,0,0,0,0,0
Auxerre,Gideon Mensah,gh GHA,DF,26.0,25.4,51,2.01,47,2,0,0,0,2,5,0.2,5,0,0,0,0,0
Auxerre,Ki-Jana Hoever,nl NED,DF,22.0,23.8,49,2.08,44,1,3,0,1,0,4,0.17,4,0,0,0,0,0
Auxerre,Hamed Junior Traorè,ci CIV,MF,24.0,23.4,71,3.05,46,3,5,10,6,1,7,0.3,3,0,2,1,1,0
Auxerre,Lassine Sinayoko,ml MLI,FW,24.0,25.7,96,3.76,68,1,12,9,5,1,20,0.78,11,0,4,1,4,0
Auxerre,Sinaly Diomande,ci CIV,DF,23.0,21.6,21,0.97,19,0,0,2,0,0,5,0.23,3,0,0,2,0,0
Auxerre,Gabriel Osho,ng NGA,DF,25.0,18.4,3,0.16,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Auxerre,Kévin Danois,fr FRA,MF,20.0,16.3,54,3.33,45,0,5,2,1,1,6,0.37,5,0,0,1,0,0
Auxerre,Han-Noah Massengo,fr FRA,MF,23.0,11.7,12,1.03,9,0,0,0,2,1,1,0.09,0,0,0,0,0,1
Auxerre,Theo Bair,ca CAN,FW,24.0,10.5,17,1.63,14,0,1,2,0,0,2,0.19,1,0,0,1,0,0
Auxerre,Paul Joly,fr FRA,DF,24.0,11.3,32,2.85,27,2,1,1,1,0,3,0.27,2,1,0,0,0,0
Auxerre,Ado Onaiwu,jp JPN,MF,28.0,10.7,28,2.63,23,0,0,2,2,1,1,0.09,1,0,0,0,0,0
Auxerre,Rayan Raveloson,mg MAD,MF,27.0,8.1,17,2.11,12,2,0,2,1,0,0,0.0,0,0,0,0,0,0
Auxerre,Assane Dioussé,sn SEN,MF,26.0,7.4,13,1.76,11,0,0,1,0,1,1,0.14,1,0,0,0,0,0
Auxerre,Florian Ayé,fr FRA,FW,27.0,6.4,5,0.78,4,0,0,1,0,0,2,0.31,1,0,0,1,0,0
Auxerre,Fredrik Oppegard,no NOR,DF,21.0,3.1,8,2.64,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Auxerre,Théo De Percin,mq MTQ,GK,23.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Rudy Matondo,fr FRA,MF,16.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Lasso Coulibaly,ci CIV,FW,21.0,0.5,1,2.05,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Théo Pellenard,fr FRA,DF,30.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Aristide Zossou,ci CIV,MF,19.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Eros Maddy,nl NED,DF,23.0,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Loïc N'Gatta,fr FRA,DF,20.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Yoann Cissé,fr FRA,MF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Auxerre,Ben Viadere,fr FRA,MF,18.0,0.1,1,18.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Adrien Truffert,fr FRA,DF,22.0,30.6,76,2.49,53,12,2,5,3,1,8,0.26,6,0,1,1,0,0
Rennes,Arnaud Kalimuendo,fr FRA,FW,22.0,28.8,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0
Rennes,Lorenz Assignon,tg TOG,DF,24.0,26.3,67,2.56,52,7,3,3,1,1,10,0.38,7,0,0,2,1,0
Rennes,Ludovic Blas,fr FRA,MF,26.0,25.6,107,4.2,60,24,6,7,4,6,16,0.63,7,4,1,1,2,1
Rennes,Azor Matusiwa,nl NED,MF,26.0,23.2,46,1.99,38,2,0,2,2,2,6,0.26,4,0,0,1,0,1
Rennes,Hans Hateboer,nl NED,DF,30.0,18.8,30,1.6,28,1,0,1,0,0,2,0.11,2,0,0,0,0,0
Rennes,Brice Samba,fr FRA,GK,30.0,17.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Steve Mandanda,fr FRA,GK,39.0,16.5,4,0.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Christopher Wooh,cm CMR,DF,22.0,16.2,16,0.99,10,1,0,2,3,0,1,0.06,1,0,0,0,0,0
Rennes,Lilian Brassier,fr FRA,DF,24.0,13.7,22,1.6,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0
Rennes,Leo Skiri Østigård,no NOR,DF,24.0,13.7,8,0.59,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Rennes,Jordan James,wls WAL,MF,20.0,13.2,44,3.36,26,11,2,4,1,0,6,0.46,5,0,0,1,0,0
Rennes,Djaoui Cissé,fr FRA,MF,20.0,12.6,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0
Rennes,Amine Gouiri,dz ALG,MF,24.0,11.6,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
Rennes,Anthony Rouault,fr FRA,DF,23.0,10.8,10,0.93,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Rennes,Jérémy Jacquet,fr FRA,DF,19.0,10.3,9,0.87,9,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Rennes,Alidu Seidu,gh GHA,DF,24.0,9.0,12,1.34,8,2,1,0,1,0,0,0.0,0,0,0,0,0,0
Rennes,Seko Fofana,ci CIV,MF,29.0,9.4,32,3.41,27,0,1,3,1,0,2,0.21,1,0,1,0,0,0
Rennes,Albert Grønbaek,dk DEN,MF,23.0,9.1,29,3.21,17,5,3,2,2,0,5,0.55,1,1,2,0,1,0
Rennes,Glen Kamara,fi FIN,MF,28.0,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0
Rennes,Mikayil Ngor Faye,sn SEN,DF,20.0,7.7,4,0.52,3,0,0,1,0,0,1,0.13,1,0,0,0,0,0
Rennes,Musa Al-Taamari,jo JOR,FW,27.0,6.4,22,3.5,16,0,2,1,2,1,1,0.16,1,0,0,0,0,0
Rennes,Mohamed Meité,fr FRA,FW,16.0,6.1,13,2.17,11,0,0,1,1,0,1,0.17,1,0,0,0,0,0
Rennes,Baptiste Santamaria,fr FRA,MF,29.0,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0
Rennes,Ismaël Koné,ca CAN,MF,22.0,5.3,10,1.92,10,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Rennes,Mahamadou Nagida,cm CMR,DF,19.0,4.8,10,2.06,6,1,1,0,1,1,0,0.0,0,0,0,0,0,0
Rennes,Jota,pt POR,FW,25.0,3.7,7,1.89,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0
Rennes,Kazeem Olaigbe,be BEL,MF,21.0,3.4,25,7.53,21,1,2,1,0,0,4,1.2,4,0,0,0,0,0
Rennes,Carlos Gómez,co COL,MF,21.0,4.2,12,2.83,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Rennes,Kyogo Furuhashi,jp JPN,FW,29.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Benjamin Bourigeaud,fr FRA,MF,30.0,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Henrik Meister,dk DEN,FW,20.0,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0
Rennes,Naouirou Ahamada,fr FRA,MF,22.0,0.6,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Gauthier Gallon,fr FRA,GK,31.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rennes,Ayanda Sishuba,be BEL,FW,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Matthis Abline,fr FRA,FW,21.0,31.0,61,1.98,43,0,8,6,3,1,9,0.29,6,0,2,1,0,0
Nantes,Moses Simon,ng NGA,FW,29.0,29.2,108,3.73,55,20,20,6,6,1,15,0.52,9,1,2,2,1,0
Nantes,Jean-Charles Castelletto,cm CMR,DF,29.0,29.1,20,0.69,17,0,0,2,1,0,2,0.07,1,0,0,1,0,0
Nantes,Pedro Chirivella,es ESP,MF,27.0,26.3,55,2.11,54,1,0,0,0,0,6,0.23,6,0,0,0,0,0
Nantes,Douglas,br BRA,MF,27.0,25.7,34,1.33,26,2,1,3,1,1,3,0.12,2,0,0,1,0,0
Nantes,Kelvin Amian,fr FRA,DF,26.0,24.1,38,1.58,26,7,1,1,2,1,1,0.04,1,0,0,0,0,0
Nantes,Johann Lepenant,fr FRA,MF,21.0,22.9,37,1.63,32,0,2,1,1,1,6,0.26,5,0,1,0,0,0
Nantes,Nicolas Cozza,fr FRA,DF,25.0,22.8,20,0.88,16,0,0,3,1,0,2,0.09,1,0,0,0,1,0
Nantes,Nicolas Pallois,fr FRA,DF,36.0,22.5,11,0.49,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Nantes,Anthony Lopes,pt POR,GK,33.0,17.4,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Nathan Zeze,fr FRA,DF,19.0,16.8,10,0.6,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Nantes,Sorba Thomas,wls WAL,FW,24.0,14.8,54,3.68,36,16,0,1,1,0,6,0.41,6,0,0,0,0,0
Nantes,Alban Lafont,fr FRA,GK,25.0,12.0,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Mostafa Mohamed,eg EGY,FW,26.0,14.0,17,1.22,9,0,4,3,1,0,2,0.14,0,0,1,0,1,0
Nantes,Marcus Coco,fr FRA,DF,28.0,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0
Nantes,Saidou Sow,gn GUI,DF,22.0,8.9,9,1.01,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Nantes,Louis Leroux,fr FRA,MF,18.0,9.1,30,3.31,22,0,3,1,1,3,3,0.33,3,0,0,0,0,0
Nantes,Jean-Kevin Duverne,ht HAI,DF,27.0,6.0,5,0.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Nantes,Tino Kadewere,zw ZIM,MF,28.0,5.8,19,3.34,14,1,0,2,0,2,2,0.35,2,0,0,0,0,0
Nantes,Patrik Carlgren,se SWE,GK,32.0,4.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Fabien Centonze,fr FRA,DF,28.0,3.0,8,2.72,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Nantes,Florent Mollet,fr FRA,MF,32.0,2.7,10,3.7,5,3,0,1,0,1,0,0.0,0,0,0,0,0,0
Nantes,Francis Coquelin,fr FRA,MF,33.0,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0
Nantes,Bahereba Guirassy,fr FRA,FW,17.0,3.9,10,2.59,7,0,2,0,1,0,2,0.52,0,0,2,0,0,0
Nantes,Jean-Philippe Gbamin,ci CIV,MF,28.0,2.4,4,1.67,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Nantes,Ignatius Ganago,cm CMR,FW,25.0,2.7,7,2.62,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0
Nantes,Meschak Elia,cd COD,FW,26.0,1.9,6,3.18,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Nantes,Dehmaine Assoumani,fr FRA,MF,19.0,1.1,7,6.36,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Plamedi Nsingi,,MF,23.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nantes,Sékou Doucoure,fr FRA,DF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Angers,Jordan Lefort,fr FRA,DF,30.0,34.0,26,0.76,23,0,0,1,1,1,1,0.03,1,0,0,0,0,0
Angers,Yahia Fofana,ci CIV,GK,23.0,33.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Angers,Himad Abdelli,dz ALG,MF,24.0,31.7,94,2.98,80,2,5,1,3,3,5,0.16,3,0,2,0,0,0
Angers,Florent Hanin,dz ALG,DF,34.0,29.8,60,2.02,48,6,0,1,3,2,9,0.3,9,0,0,0,0,0
Angers,Jean-Eudes Aholou,ci CIV,MF,30.0,22.0,33,1.52,21,0,2,4,3,3,1,0.05,0,0,0,0,1,0
Angers,Carlens Arcus,ht HAI,DF,28.0,22.9,37,1.63,32,1,1,0,1,2,3,0.13,2,0,0,0,1,0
Angers,Jim Allevinah,ga GAB,FW,29.0,19.7,39,2.0,25,1,3,6,3,1,7,0.36,4,0,0,2,1,0
Angers,Farid El Melali,dz ALG,FW,27.0,21.2,67,3.18,29,19,6,4,7,2,11,0.52,3,2,1,0,3,2
Angers,Haris Belkebla,dz ALG,MF,30.0,20.0,14,0.7,14,0,0,0,0,0,4,0.2,4,0,0,0,0,0
Angers,Esteban Lepaul,fr FRA,FW,24.0,18.2,22,1.22,11,0,2,7,2,0,1,0.06,1,0,0,0,0,0
Angers,Yassin Belkhdim,fr FRA,MF,22.0,17.0,12,0.71,10,0,0,2,0,0,1,0.06,1,0,0,0,0,0
