Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Arsenal,Takehiro Tomiyasu,jp JPN,DF,25.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arsenal,Reiss Nelson,eng ENG,FW,24.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Manchester City,Joško Gvardiol,hr CRO,DF,22.0,36.4,2,0,0,16,27,3,22,44,39,0,0,0,137,54,41,56.8
Manchester City,Erling Haaland,no NOR,FW,24.0,30.5,2,0,0,24,13,4,3,5,6,0,0,0,34,57,50,53.3
Manchester City,Bernardo Silva,pt POR,MF,29.0,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3
Manchester City,Ederson,br BRA,GK,30.0,25.8,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80.0
Manchester City,Rúben Dias,pt POR,DF,27.0,25.2,4,0,0,12,8,0,3,20,11,0,1,1,78,37,34,52.1
Manchester City,İlkay Gündoğan,de GER,MF,33.0,24.8,1,0,0,15,27,1,60,13,13,1,0,0,116,14,11,56.0
Manchester City,Mateo Kovačić,hr CRO,MF,30.0,24.5,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6
Manchester City,Manuel Akanji,ch SUI,DF,29.0,22.4,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6
Manchester City,Rico Lewis,eng ENG,DF,19.0,21.1,5,1,1,12,34,0,6,13,19,0,0,0,95,6,14,30.0
Manchester City,Sávio,br BRA,FW,20.0,19.8,3,0,0,17,28,3,84,6,17,2,0,0,79,1,2,33.3
Manchester City,Phil Foden,eng ENG,MF,24.0,19.9,2,0,0,5,34,3,80,9,5,0,0,0,61,3,9,25.0
Manchester City,Kevin De Bruyne,be BEL,MF,33.0,19.0,2,0,0,17,18,5,145,7,9,0,0,0,64,5,16,23.8
Manchester City,Matheus Nunes,pt POR,DF,25.0,18.6,4,0,0,30,20,6,45,15,22,0,1,0,70,14,19,42.4
Manchester City,Jeremy Doku,be BEL,FW,22.0,17.0,1,0,0,10,33,5,59,4,22,0,0,0,63,0,12,0.0
Manchester City,Omar Marmoush,eg EGY,FW,25.0,13.2,0,0,0,15,20,10,28,6,8,1,0,0,37,5,11,31.3
Manchester City,Stefan Ortega,de GER,GK,31.0,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100.0
Manchester City,Kyle Walker,eng ENG,DF,34.0,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3
Manchester City,Nicolás González,es ESP,MF,22.0,8.5,3,0,0,13,5,0,1,8,6,0,0,0,31,16,12,57.1
Manchester City,Nathan Aké,nl NED,DF,29.0,7.6,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5
Manchester City,Jack Grealish,eng ENG,FW,28.0,8.1,3,0,0,5,25,0,20,2,5,0,0,0,26,1,7,12.5
Manchester City,John Stones,eng ENG,DF,30.0,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1
Manchester City,Nico O’Reilly,eng ENG,DF,19.0,5.9,0,0,0,6,4,1,8,4,4,0,0,0,31,6,9,40.0
Manchester City,Abdukodir Khusanov,uz UZB,DF,20.0,5.6,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60.0
Manchester City,James Mcatee,eng ENG,MF,21.0,3.9,1,0,0,6,3,0,8,2,2,0,0,0,8,2,3,40.0
Manchester City,Jahmai Simpson-Pusey,eng ENG,DF,18.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
Manchester City,Rodri,es ESP,MF,28.0,0.8,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
Manchester City,Divin Mubama,eng ENG,FW,19.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Manchester City,Oscar Bobb,no NOR,FW,21.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Manchester City,Claudio Echeverri,ar ARG,FW,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Manchester City,Vitor Reis,br BRA,DF,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chelsea,Moisés Caicedo,ec ECU,MF,22.0,37.3,11,0,0,70,58,0,10,49,73,2,1,0,229,35,16,68.6
Chelsea,Cole Palmer,eng ENG,MF,22.0,35.6,7,0,0,15,60,7,144,11,20,1,0,0,106,2,7,22.2
Chelsea,Levi Colwill,eng ENG,DF,21.0,35.0,9,0,0,45,21,5,13,33,34,0,1,0,121,82,53,60.7
Chelsea,Marc Cucurella,es ESP,DF,26.0,33.3,10,1,1,37,38,3,31,28,45,0,0,0,130,32,57,36.0
Chelsea,Enzo Fernández,ar ARG,MF,23.0,32.8,8,0,0,52,54,2,109,13,33,0,0,0,156,14,29,32.6
Chelsea,Robert Sánchez,es ESP,GK,26.0,32.0,5,0,0,2,4,0,0,2,0,0,2,0,43,12,0,100.0
Chelsea,Nicolas Jackson,sn SEN,FW,23.0,24.9,7,1,0,35,29,23,3,3,13,0,0,0,48,21,36,36.8
Chelsea,Noni Madueke,eng ENG,FW,22.0,22.8,3,0,0,22,25,5,63,10,18,0,0,0,84,11,19,36.7
Chelsea,Pedro Neto,pt POR,FW,24.0,25.3,8,0,0,21,33,3,149,9,9,0,0,0,81,11,30,26.8
Chelsea,Malo Gusto,fr FRA,DF,21.0,20.7,4,0,0,20,20,2,53,24,29,0,0,0,119,9,15,37.5
Chelsea,Jadon Sancho,eng ENG,FW,24.0,19.7,2,0,0,6,11,6,25,2,7,2,0,0,99,6,11,35.3
Chelsea,Tosin Adarabioyo,eng ENG,DF,26.0,15.7,4,0,0,8,9,1,0,11,13,0,0,0,41,42,28,60.0
Chelsea,Wesley Fofana,fr FRA,DF,23.0,13.1,7,0,0,24,16,0,1,14,12,0,0,0,54,27,12,69.2
Chelsea,Reece James,eng ENG,DF,24.0,11.9,1,0,0,8,11,0,43,13,9,0,0,0,66,23,9,71.9
Chelsea,Trevoh Chalobah,eng ENG,DF,25.0,10.1,2,0,0,9,7,0,3,10,7,0,0,0,29,23,12,65.7
Chelsea,Roméo Lavia,be BEL,MF,20.0,9.0,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7
Chelsea,Christopher Nkunku,fr FRA,FW,26.0,10.3,2,0,0,16,11,3,4,7,8,0,0,0,29,16,22,42.1
Chelsea,Filip Jørgensen,dk DEN,GK,22.0,6.0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,
Chelsea,Axel Disasi,fr FRA,DF,26.0,4.1,1,0,0,2,0,0,0,2,4,0,0,0,15,5,2,71.4
Chelsea,João Félix,pt POR,FW,24.0,4.1,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4
Chelsea,Benoît Badiashile,fr FRA,DF,23.0,3.7,0,0,0,6,2,0,0,6,6,0,0,0,18,8,2,80.0
Chelsea,Kiernan Dewsbury-Hall,eng ENG,MF,25.0,3.0,0,0,0,4,6,0,2,2,5,0,0,0,9,0,1,0.0
Chelsea,Joshua Acheampong,eng ENG,DF,18.0,1.9,1,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3
Chelsea,Tyrique George,eng ENG,FW,18.0,2.0,1,0,0,3,0,2,3,2,0,0,0,0,4,0,4,0.0
Chelsea,Renato Veiga,pt POR,DF,21.0,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0
Chelsea,Mykhailo Mudryk,ua UKR,FW,23.0,1.7,0,0,0,2,2,1,7,0,2,0,0,0,9,2,4,33.3
Chelsea,Marc Guiu,es ESP,FW,18.0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0
Chelsea,Mathis Amougou,fr FRA,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Chelsea,Shumaira Mheuka,eng ENG,MF,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Newcastle United,Bruno Guimarães,br BRA,MF,26.0,36.5,7,0,0,65,108,2,28,29,47,0,0,0,188,18,19,48.6
Newcastle United,Dan Burn,eng ENG,DF,32.0,37.0,11,0,0,34,12,5,3,27,24,0,0,2,103,146,75,66.1
Newcastle United,Alexander Isak,se SWE,FW,24.0,30.8,1,0,0,27,14,20,16,3,5,1,0,0,55,26,55,32.1
Newcastle United,Fabian Schär,ch SUI,DF,32.0,32.6,9,1,0,35,15,4,13,45,21,0,0,0,134,56,71,44.1
Newcastle United,Valentino Livramento,eng ENG,DF,21.0,31.6,1,0,0,6,35,2,52,23,36,0,0,0,189,27,35,43.5
Newcastle United,Jacob Murphy,eng ENG,FW,29.0,26.5,4,0,0,11,15,3,120,13,19,1,0,0,98,5,16,23.8
Newcastle United,Joelinton,br BRA,MF,27.0,26.7,10,0,0,58,35,7,16,23,35,0,0,0,149,59,46,56.2
Newcastle United,Sandro Tonali,it ITA,MF,24.0,29.3,5,0,0,37,49,2,54,34,32,1,0,0,177,12,12,50.0
Newcastle United,Nick Pope,eng ENG,GK,32.0,28.0,2,0,0,2,5,0,0,1,0,0,2,0,24,11,1,91.7
Newcastle United,Anthony Gordon,eng ENG,FW,23.0,27.2,2,0,0,20,71,8,131,7,18,1,0,0,97,8,8,50.0
Newcastle United,Lewis Hall,eng ENG,DF,19.0,24.4,3,0,0,9,21,1,110,18,41,0,0,0,119,30,31,49.2
Newcastle United,Harvey Barnes,eng ENG,FW,26.0,19.6,0,0,0,15,22,5,47,6,9,0,0,0,55,6,15,28.6
Newcastle United,Kieran Trippier,eng ENG,DF,33.0,14.7,1,0,0,16,11,2,82,12,21,0,0,0,68,22,15,59.5
Newcastle United,Joe Willock,eng ENG,MF,24.0,12.2,4,0,0,23,13,3,18,6,17,0,0,0,40,5,14,26.3
Newcastle United,Martin Dúbravka,sk SVK,GK,35.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0
Newcastle United,Sean Longstaff,eng ENG,MF,26.0,8.9,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50.0
Newcastle United,Sven Botman,nl NED,DF,24.0,4.6,1,0,0,5,4,0,0,5,9,0,0,0,14,17,9,65.4
Newcastle United,Lloyd Kelly,eng ENG,DF,25.0,3.4,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0
Newcastle United,Callum Wilson,eng ENG,FW,32.0,4.1,1,0,0,4,1,3,2,1,2,0,0,0,11,2,16,11.1
Newcastle United,Emil Krafth,se SWE,DF,29.0,3.8,2,0,0,5,2,0,2,2,2,0,0,0,19,8,8,50.0
Newcastle United,Lewis Miley,eng ENG,MF,18.0,3.5,0,0,0,3,1,0,0,2,11,0,0,0,16,6,7,46.2
Newcastle United,Miguel Almirón,py PAR,FW,30.0,1.8,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0
Newcastle United,William Osula,dk DEN,FW,20.0,1.5,0,0,0,4,1,1,4,4,0,0,0,0,2,6,2,75.0
Newcastle United,Matt Targett,eng ENG,DF,28.0,0.2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
Aston Villa,Emiliano Martínez,ar ARG,GK,31.0,35.5,5,1,0,2,6,0,0,0,3,0,0,0,34,10,1,90.9
Aston Villa,Morgan Rogers,eng ENG,FW,22.0,34.8,10,0,0,50,51,2,27,6,22,1,0,0,119,13,52,20.0
Aston Villa,Youri Tielemans,be BEL,MF,27.0,33.7,4,0,0,41,56,0,119,23,58,0,0,0,145,22,18,55.0
Aston Villa,Ezri Konsa,eng ENG,DF,26.0,32.6,1,0,0,9,47,1,5,24,18,0,0,0,97,31,23,57.4
Aston Villa,Ollie Watkins,eng ENG,FW,28.0,29.1,2,0,0,29,33,16,7,8,7,2,0,0,43,52,71,42.3
Aston Villa,Lucas Digne,fr FRA,DF,31.0,26.3,4,0,0,21,16,7,140,25,38,0,0,0,104,37,28,56.9
Aston Villa,John McGinn,sct SCO,MF,29.0,24.9,7,0,0,43,69,3,60,14,24,1,0,0,100,17,12,58.6
Aston Villa,Matty Cash,pl POL,DF,26.0,23.1,7,0,0,27,20,1,40,23,32,0,2,0,81,20,20,50.0
Aston Villa,Pau Torres,es ESP,DF,27.0,22.5,2,0,0,8,7,0,3,10,15,0,0,0,62,18,29,38.3
Aston Villa,Boubacar Kamara,fr FRA,MF,24.0,19.3,2,0,0,30,35,0,1,19,21,0,0,0,87,21,26,44.7
Aston Villa,Amadou Onana,be BEL,MF,22.0,18.1,4,0,0,32,30,0,2,26,30,0,0,0,72,32,21,60.4
Aston Villa,Jacob Ramsey,eng ENG,FW,23.0,18.2,4,1,1,13,28,5,12,8,15,1,0,0,83,7,13,35.0
Aston Villa,Leon Bailey,jm JAM,FW,26.0,12.8,3,0,0,12,18,3,34,3,5,1,0,0,59,6,9,40.0
Aston Villa,Tyrone Mings,eng ENG,DF,31.0,12.5,1,0,0,4,11,0,1,7,6,0,0,0,38,27,22,55.1
Aston Villa,Ian Maatsen,nl NED,DF,22.0,12.7,2,0,0,11,9,3,51,15,17,0,1,0,67,10,6,62.5
Aston Villa,Marco Asensio,es ESP,MF,28.0,8.3,2,0,0,11,8,2,38,2,5,0,0,0,28,0,1,0.0
Aston Villa,Diego Carlos,br BRA,DF,31.0,9.2,1,0,0,11,1,1,0,5,3,0,0,0,36,11,10,52.4
Aston Villa,Axel Disasi,fr FRA,DF,26.0,5.4,2,0,0,3,2,2,1,5,5,0,0,0,15,8,6,57.1
Aston Villa,Lamare Bogarde,nl NED,DF,20.0,5.3,2,0,0,8,11,0,0,1,6,0,0,0,13,6,6,50.0
Aston Villa,Andrés García,es ESP,DF,21.0,3.5,0,0,0,1,0,0,18,2,5,0,0,0,15,0,6,0.0
Aston Villa,Jáder Durán,co COL,FW,20.0,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0
Aston Villa,Marcus Rashford,eng ENG,FW,26.0,5.0,0,0,0,1,3,1,28,1,7,0,0,0,14,1,8,11.1
Aston Villa,Ross Barkley,eng ENG,MF,30.0,6.5,3,0,0,8,3,0,1,10,3,0,0,0,43,6,4,60.0
Aston Villa,Jaden Philogene Bidace,eng ENG,FW,22.0,3.7,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0
Aston Villa,Donyell Malen,nl NED,FW,25.0,3.4,0,0,0,1,5,2,8,0,4,0,0,0,9,4,4,50.0
Aston Villa,Robin Olsen,se SWE,GK,34.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Aston Villa,Kosta Nedeljković,rs SRB,DF,18.0,1.4,0,0,0,0,1,0,1,0,5,0,0,0,4,0,1,0.0
Aston Villa,Emi Buendía,ar ARG,MF,27.0,1.1,1,0,0,4,6,0,0,0,6,0,0,0,8,0,2,0.0
Nottingham Forest,Matz Sels,be BEL,GK,32.0,38.0,4,0,0,1,10,0,0,0,1,0,1,0,17,15,2,88.2
Nottingham Forest,Nikola Milenković,rs SRB,DF,26.0,37.0,4,0,0,20,5,2,0,27,29,0,0,0,85,101,39,72.1
Nottingham Forest,Murillo,br BRA,DF,22.0,35.5,6,0,0,27,6,0,14,36,36,0,1,0,142,44,22,66.7
Nottingham Forest,Ola Aina,ng NGA,DF,27.0,33.4,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6
Nottingham Forest,Chris Wood,nz NZL,FW,32.0,33.1,1,0,0,25,24,28,1,5,5,0,0,0,50,94,143,39.7
Nottingham Forest,Morgan Gibbs-White,eng ENG,MF,24.0,31.4,11,1,1,38,40,7,45,23,22,1,0,0,127,40,55,42.1
Nottingham Forest,Elliot Anderson,eng ENG,MF,21.0,30.5,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1
Nottingham Forest,Anthony Elanga,se SWE,FW,22.0,28.0,1,0,0,9,47,18,185,6,14,0,0,0,89,24,37,39.3
Nottingham Forest,Neco Williams,wls WAL,DF,23.0,28.9,7,0,0,24,43,2,59,31,57,0,0,0,110,40,30,57.1
Nottingham Forest,Callum Hudson-Odoi,eng ENG,FW,23.0,24.6,2,0,0,12,25,8,79,13,14,1,0,0,92,3,10,23.1
Nottingham Forest,Nicolás Domínguez,ar ARG,MF,26.0,22.0,9,0,0,33,18,1,7,29,45,0,0,0,114,27,23,54.0
Nottingham Forest,Ryan Yates,eng ENG,MF,26.0,21.3,10,0,0,53,49,7,8,26,21,0,0,0,104,45,30,60.0
Nottingham Forest,Álex Moreno,es ESP,DF,31.0,10.7,2,0,0,12,6,0,19,15,18,0,0,0,50,3,11,21.4
Nottingham Forest,Ibrahim Sangaré,ci CIV,MF,26.0,6.6,3,0,0,15,8,0,2,6,14,0,0,0,42,10,10,50.0
Nottingham Forest,Morato,br BRA,DF,23.0,10.1,5,0,0,11,2,0,0,10,14,0,0,0,36,6,14,30.0
Nottingham Forest,Jota Silva,pt POR,FW,24.0,9.5,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2
Nottingham Forest,James Ward-Prowse,eng ENG,MF,29.0,4.5,2,1,1,7,2,0,19,5,1,0,0,0,19,3,5,37.5
Nottingham Forest,Danilo,br BRA,MF,23.0,3.1,0,0,0,2,0,0,3,4,4,0,0,0,19,1,2,33.3
Nottingham Forest,Taiwo Awoniyi,ng NGA,FW,26.0,4.6,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5
Nottingham Forest,Ramón Sosa,py PAR,FW,24.0,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4
Nottingham Forest,Willy Boly,ci CIV,DF,33.0,1.7,1,0,0,1,0,0,0,3,1,0,0,0,5,6,2,75.0
Nottingham Forest,Harry Toffolo,eng ENG,DF,28.0,1.5,1,0,0,1,0,0,4,2,3,0,0,0,2,1,0,100.0
Nottingham Forest,Eric da Silva Moreira,de GER,MF,18.0,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,
Brighton and Hove Albion,Bart Verbruggen,nl NED,GK,21.0,36.0,5,0,0,0,2,0,0,0,0,0,0,0,59,10,1,90.9
Brighton and Hove Albion,Jan Paul van Hecke,nl NED,DF,24.0,32.9,8,1,1,25,24,0,11,24,29,0,0,0,131,82,50,62.1
Brighton and Hove Albion,Carlos Baleba,cm CMR,MF,20.0,29.7,8,1,1,40,48,0,9,46,46,0,2,0,197,39,26,60.0
Brighton and Hove Albion,Kaoru Mitoma,jp JPN,FW,27.0,29.1,1,0,0,40,24,5,75,14,27,0,0,0,99,26,27,49.1
Brighton and Hove Albion,Pervis Estupiñán,ec ECU,DF,26.0,26.7,5,0,0,36,20,3,119,37,43,0,0,0,147,46,26,63.9
Brighton and Hove Albion,Danny Welbeck,eng ENG,FW,33.0,23.6,5,0,0,11,23,4,3,5,16,0,0,0,46,17,32,34.7
Brighton and Hove Albion,Lewis Dunk,eng ENG,DF,32.0,23.2,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2
Brighton and Hove Albion,João Pedro,br BRA,FW,22.0,21.7,4,1,0,26,46,2,22,9,12,3,1,0,59,41,43,48.8
Brighton and Hove Albion,Yasin Ayari,se SWE,MF,20.0,22.0,3,0,0,37,26,3,69,20,32,0,1,0,118,16,20,44.4
Brighton and Hove Albion,Jack Hinshelwood,eng ENG,MF,19.0,20.6,5,0,0,18,9,0,27,16,19,0,0,0,63,20,16,55.6
Brighton and Hove Albion,Yankuba Minteh,gm GAM,FW,20.0,20.6,6,0,0,21,11,6,91,11,35,0,0,0,85,17,34,33.3
Brighton and Hove Albion,Joël Veltman,nl NED,DF,32.0,18.9,5,0,0,27,44,0,24,19,29,0,1,0,68,21,18,53.8
Brighton and Hove Albion,Georginio Rutter,fr FRA,MF,22.0,18.6,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2
Brighton and Hove Albion,Simon Adingra,ci CIV,FW,22.0,12.3,0,0,0,13,4,4,41,8,14,0,0,0,47,7,4,63.6
Brighton and Hove Albion,Matt O'Riley,dk DEN,MF,23.0,10.5,1,0,0,16,13,2,51,13,9,1,0,1,29,5,8,38.5
Brighton and Hove Albion,Adam Webster,eng ENG,DF,29.0,9.9,1,0,0,7,2,1,2,20,6,0,1,0,35,24,6,80.0
Brighton and Hove Albion,Mats Wieffer,nl NED,DF,24.0,11.3,6,0,0,23,10,1,13,17,34,1,1,0,68,32,25,56.1
Brighton and Hove Albion,Igor,br BRA,DF,26.0,10.7,4,0,0,9,6,0,4,4,5,0,0,0,42,8,6,57.1
Brighton and Hove Albion,Tariq Lamptey,gh GHA,DF,23.0,9.6,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7
Brighton and Hove Albion,Brajan Gruda,de GER,MF,20.0,7.7,0,0,0,7,12,1,29,2,8,0,0,0,26,3,5,37.5
Brighton and Hove Albion,Ferdi Kadioglu,tr TUR,DF,24.0,4.3,1,0,0,5,3,1,9,8,6,0,0,0,14,3,1,75.0
Brighton and Hove Albion,Diego Gómez,py PAR,MF,21.0,5.8,0,0,0,8,3,1,12,8,13,1,0,0,32,10,4,71.4
Brighton and Hove Albion,James Milner,eng ENG,MF,38.0,1.9,1,0,0,3,1,0,8,2,2,0,0,0,2,0,1,0.0
Brighton and Hove Albion,Julio Enciso,py PAR,MF,20.0,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5
Brighton and Hove Albion,Evan Ferguson,ie IRL,FW,19.0,2.8,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8
Brighton and Hove Albion,Jason Steele,eng ENG,GK,33.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
Brighton and Hove Albion,Solly March,eng ENG,FW,30.0,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3
Brighton and Hove Albion,Billy Gilmour,sct SCO,MF,23.0,1.1,0,0,0,2,3,0,1,0,3,0,0,0,5,0,0,
Brighton and Hove Albion,Eiran Cashin,ie IRL,DF,22.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,66.7
Brighton and Hove Albion,Jakub Moder,pl POL,MF,25.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
Brighton and Hove Albion,Jeremy Sarmiento,ec ECU,MF,22.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Brighton and Hove Albion,Harry Howell,eng ENG,FW,15.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Bournemouth,Milos Kerkez,hu HUN,DF,20.0,37.1,4,0,0,30,50,3,142,45,26,0,0,0,169,28,49,36.4
Bournemouth,Antoine Semenyo,gh GHA,FW,24.0,35.7,9,0,0,73,37,15,59,11,35,1,0,0,158,66,76,46.5
Bournemouth,Illia Zabarnyi,ua UKR,DF,21.0,34.6,4,1,0,20,7,0,6,41,36,0,0,0,157,77,44,63.6
Bournemouth,Lewis Cook,eng ENG,MF,27.0,33.1,8,1,0,49,10,3,132,41,42,0,1,0,187,41,34,54.7
Bournemouth,Kepa Arrizabalaga,es ESP,GK,29.0,31.0,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5
Bournemouth,Justin Kluivert,nl NED,MF,25.0,26.2,8,0,0,47,33,5,85,14,11,1,0,0,78,8,28,22.2
Bournemouth,Evanilson,br BRA,FW,24.0,26.0,1,1,0,37,53,20,0,1,10,5,0,0,67,42,62,40.4
Bournemouth,Ryan Christie,sct SCO,MF,29.0,23.7,9,0,0,43,31,1,48,30,33,0,0,0,182,20,28,41.7
Bournemouth,Dean Huijsen,es ESP,DF,19.0,27.0,10,0,0,31,10,2,12,51,26,0,0,0,105,68,44,60.7
Bournemouth,Dango Ouattara,bf BFA,FW,22.0,22.4,3,0,0,16,19,14,88,11,26,0,0,0,92,45,63,41.7
Bournemouth,Tyler Adams,us USA,MF,25.0,21.9,7,0,0,45,21,0,3,32,50,0,1,0,114,31,18,63.3
Bournemouth,Marcus Tavernier,eng ENG,FW,25.0,21.6,6,0,0,34,28,4,108,5,24,0,0,0,119,26,33,44.1
Bournemouth,Adam Smith,eng ENG,DF,33.0,17.8,7,0,0,19,12,0,33,15,12,0,0,0,50,14,15,48.3
Bournemouth,Marcos Senesi,ar ARG,DF,27.0,12.3,5,0,0,22,8,0,11,14,21,0,0,0,71,32,29,52.5
Bournemouth,David Brooks,wls WAL,FW,27.0,10.8,3,0,0,11,18,0,52,5,6,0,0,0,50,7,10,41.2
Bournemouth,Alex Scott,eng ENG,MF,20.0,8.5,3,0,0,17,26,0,7,10,14,0,0,0,52,7,7,50.0
Bournemouth,Julian Araujo,mx MEX,DF,22.0,5.6,2,0,0,7,2,1,9,6,5,0,0,0,29,3,9,25.0
Bournemouth,James Hill,eng ENG,DF,22.0,5.0,1,0,0,7,5,0,10,9,8,0,0,0,13,14,12,53.8
Bournemouth,Mark Travers,ie IRL,GK,25.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
Bournemouth,Enes Ünal,tr TUR,FW,27.0,3.9,2,0,0,6,9,1,4,0,0,0,0,0,16,24,22,52.2
Bournemouth,Neto,br BRA,GK,35.0,2.0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
Bournemouth,Luis Sinisterra,co COL,FW,25.0,2.6,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30.0
Bournemouth,Philip Billing,dk DEN,MF,28.0,2.1,1,0,0,3,2,0,10,5,5,0,0,0,14,6,4,60.0
Bournemouth,Max Aarons,eng ENG,DF,24.0,1.0,0,0,0,0,2,0,2,1,2,0,0,0,7,0,0,
Bournemouth,Daniel Jebbison,eng ENG,FW,20.0,1.3,1,0,0,2,4,0,3,1,3,0,0,0,10,2,10,16.7
Bournemouth,Ben Winterburn,eng ENG,MF,19.0,0.3,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,100.0
Bournemouth,Julio Soler,ar ARG,DF,19.0,0.1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,
Bournemouth,Remy Rees-Dottin,eng ENG,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bournemouth,Zain Silcott-Duberry,ms MSR,FW,19.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Brentford,Nathan Collins,ie IRL,DF,23.0,38.0,5,0,0,29,31,6,8,34,24,2,0,0,162,117,69,62.9
Brentford,Bryan Mbeumo,cm CMR,FW,24.0,38.0,3,0,0,25,44,11,202,14,31,0,0,0,156,34,74,31.5
Brentford,Mark Flekken,nl NED,GK,31.0,36.4,1,0,0,0,3,0,0,0,4,0,0,0,39,4,0,100.0
Brentford,Keane Lewis-Potter,eng ENG,DF,23.0,34.5,7,0,0,18,31,4,78,21,27,1,0,0,146,27,35,43.5
Brentford,Mikkel Damsgaard,dk DEN,MF,24.0,32.6,2,0,0,18,27,6,144,27,44,0,0,0,179,12,27,30.8
Brentford,Yoane Wissa,cd COD,FW,27.0,32.6,5,0,0,34,51,14,20,8,12,1,0,0,81,30,36,45.5
Brentford,Christian Nørgaard,dk DEN,MF,30.0,31.4,8,1,0,44,28,1,17,49,49,0,0,0,193,49,30,62.0
Brentford,Sepp van den Berg,nl NED,DF,22.0,28.8,3,0,0,23,5,1,7,21,24,1,0,0,97,94,77,55.0
Brentford,Vitaly Janelt,de GER,MF,26.0,25.2,3,0,0,24,15,1,30,27,22,0,0,2,107,19,11,63.3
Brentford,Kevin Schade,de GER,FW,22.0,25.7,3,0,0,21,38,13,38,5,25,1,0,0,83,90,80,52.9
Brentford,Ethan Pinnock,jm JAM,DF,31.0,21.3,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4
