Team,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Manchester United,Tyler Fredricson,eng ENG,DF,19.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Manchester United,Tyrell Malacia,nl NED,DF,24.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Manchester United,Chidozie Obi-Martin,dk DEN,FW,16.0,1.8,0,5,1,20.0,2.73,0.55,0.0,0.0,10.7,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Manchester United,Toby Collyer,eng ENG,MF,20.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Manchester United,Antony,br BRA,DF,24.0,1.6,0,6,3,50.0,3.83,1.91,0.0,0.0,15.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0
Manchester United,Scott McTominay,sct SCO,MF,27.0,0.2,0,1,0,0.0,4.74,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Wolverhampton Wanderers,Rayan Aït-Nouri,dz ALG,DF,23.0,34.7,4,36,10,27.8,1.04,0.29,0.11,0.4,14.9,0,0,0,2.7,2.7,0.08,1.3,1.3
Wolverhampton Wanderers,João Gomes,br BRA,MF,23.0,33.2,3,35,7,20.0,1.05,0.21,0.09,0.43,18.3,0,0,0,2.9,2.9,0.08,0.1,0.1
Wolverhampton Wanderers,Nélson Semedo,pt POR,DF,30.0,32.2,0,18,7,38.9,0.56,0.22,0.0,0.0,23.9,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Wolverhampton Wanderers,André,br BRA,MF,23.0,27.6,0,10,1,10.0,0.36,0.04,0.0,0.0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Wolverhampton Wanderers,Toti Gomes,pt POR,DF,25.0,29.1,0,7,2,28.6,0.24,0.07,0.0,0.0,11.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Wolverhampton Wanderers,Jørgen Strand Larsen,no NOR,FW,24.0,29.0,14,54,33,61.1,1.86,1.14,0.26,0.42,11.3,0,0,0,10.3,10.3,0.19,3.7,3.7
Wolverhampton Wanderers,José Sá,pt POR,GK,31.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Matheus Cunha,br BRA,MF,25.0,29.0,15,110,44,40.0,3.8,1.52,0.14,0.34,20.5,12,0,0,8.6,8.6,0.08,6.4,6.4
Wolverhampton Wanderers,Matt Doherty,ie IRL,DF,32.0,23.5,2,10,3,30.0,0.43,0.13,0.2,0.67,11.4,0,0,0,1.0,1.0,0.1,1.0,1.0
Wolverhampton Wanderers,Jean-Ricner Bellegarde,fr FRA,MF,26.0,18.8,2,22,5,22.7,1.17,0.27,0.09,0.4,21.2,2,0,0,1.5,1.5,0.07,0.5,0.5
Wolverhampton Wanderers,Santiago Bueno,uy URU,DF,25.0,18.8,0,6,3,50.0,0.32,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Wolverhampton Wanderers,Emmanuel Agbadou,ci CIV,DF,27.0,15.7,1,7,2,28.6,0.45,0.13,0.14,0.5,27.6,1,0,0,0.8,0.8,0.12,0.2,0.2
Wolverhampton Wanderers,Mario Lemina,ga GAB,MF,30.0,15.2,1,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Wolverhampton Wanderers,Marshall Munetsi,zw ZIM,MF,28.0,12.0,2,22,7,31.8,1.83,0.58,0.09,0.29,15.0,0,0,0,3.3,3.3,0.15,-1.3,-1.3
Wolverhampton Wanderers,Gonçalo Guedes,pt POR,MF,27.0,11.1,2,27,8,29.6,2.42,0.72,0.07,0.25,18.9,0,0,0,3.2,3.2,0.12,-1.2,-1.2
Wolverhampton Wanderers,Craig Dawson,eng ENG,DF,34.0,10.8,0,5,1,20.0,0.46,0.09,0.0,0.0,8.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5
Wolverhampton Wanderers,Pablo Sarabia,es ESP,MF,32.0,9.1,3,17,8,47.1,1.87,0.88,0.18,0.38,18.9,2,0,0,2.9,2.9,0.17,0.1,0.1
Wolverhampton Wanderers,Rodrigo Gomes,pt POR,DF,21.0,9.1,2,7,3,42.9,0.77,0.33,0.29,0.67,16.8,0,0,0,0.7,0.7,0.1,1.3,1.3
Wolverhampton Wanderers,Sam Johnstone,eng ENG,GK,31.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Hwang Hee-chan,kr KOR,MF,28.0,7.4,2,5,3,60.0,0.68,0.41,0.4,0.67,17.4,0,0,0,0.8,0.8,0.16,1.2,1.2
Wolverhampton Wanderers,Yerson Mosquera,co COL,DF,23.0,4.9,0,2,0,0.0,0.41,0.0,0.0,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3
Wolverhampton Wanderers,Tommy Doyle,eng ENG,MF,22.0,5.4,0,9,2,22.2,1.65,0.37,0.0,0.0,24.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Wolverhampton Wanderers,Daniel Bentley,eng ENG,GK,31.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Carlos Forbs,pt POR,MF,20.0,2.7,0,2,0,0.0,0.75,0.0,0.0,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Wolverhampton Wanderers,Pedro Lima,br BRA,DF,18.0,0.8,0,1,1,100.0,1.27,1.27,0.0,0.0,22.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Wolverhampton Wanderers,Nasser Djiga,bf BFA,DF,21.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Daniel Podence,pt POR,MF,28.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Wolverhampton Wanderers,Chiquinho,pt POR,MF,24.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Mateus Mane,,MF,nan,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Tom King,wls WAL,GK,29.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Alfie Pond,eng ENG,DF,20.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Boubacar Traoré,ml MLI,MF,22.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Pedro Porro,es ESP,DF,24.0,29.0,2,39,8,20.5,1.34,0.28,0.05,0.25,23.1,4,0,0,1.6,1.6,0.04,0.4,0.4
Tottenham Hotspur,Dejan Kulusevski,se SWE,MF,24.0,26.6,7,47,17,36.2,1.77,0.64,0.15,0.41,14.7,0,0,0,4.2,4.2,0.09,2.8,2.8
Tottenham Hotspur,Dominic Solanke,eng ENG,FW,26.0,24.5,9,59,24,40.7,2.4,0.98,0.14,0.33,12.4,0,1,1,10.9,10.1,0.17,-1.9,-2.1
Tottenham Hotspur,Brennan Johnson,wls WAL,FW,23.0,24.3,11,54,20,37.0,2.22,0.82,0.2,0.55,11.4,0,0,0,10.4,10.4,0.19,0.6,0.6
Tottenham Hotspur,Guglielmo Vicario,it ITA,GK,27.0,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Son Heung-min,kr KOR,FW,32.0,23.6,7,55,24,43.6,2.33,1.02,0.11,0.25,17.0,1,1,2,7.2,5.6,0.1,-0.2,0.4
Tottenham Hotspur,Destiny Udogie,it ITA,DF,21.0,21.5,0,5,1,20.0,0.23,0.05,0.0,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Tottenham Hotspur,Pape Matar Sarr,sn SEN,MF,21.0,21.4,3,34,13,38.2,1.59,0.61,0.09,0.23,21.0,0,0,0,3.7,3.7,0.11,-0.7,-0.7
Tottenham Hotspur,James Maddison,eng ENG,MF,27.0,20.3,9,39,17,43.6,1.92,0.84,0.23,0.53,16.7,6,0,0,5.8,5.8,0.15,3.2,3.2
Tottenham Hotspur,Rodrigo Bentancur,uy URU,MF,27.0,18.4,2,22,5,22.7,1.19,0.27,0.09,0.4,17.4,0,0,0,1.3,1.3,0.06,0.7,0.7
Tottenham Hotspur,Djed Spence,eng ENG,DF,23.0,19.9,1,10,3,30.0,0.5,0.15,0.1,0.33,23.9,0,0,0,0.6,0.6,0.06,0.4,0.4
Tottenham Hotspur,Archie Gray,eng ENG,DF,18.0,19.5,0,1,1,100.0,0.05,0.05,0.0,0.0,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Tottenham Hotspur,Cristian Romero,ar ARG,DF,26.0,15.8,1,16,8,50.0,1.01,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6
Tottenham Hotspur,Yves Bissouma,ml MLI,MF,27.0,15.7,2,11,4,36.4,0.7,0.25,0.18,0.5,23.4,0,0,0,0.6,0.6,0.06,1.4,1.4
Tottenham Hotspur,Ben Davies,wls WAL,DF,31.0,14.8,0,5,1,20.0,0.34,0.07,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Tottenham Hotspur,Radu Drăgușin,ro ROU,DF,22.0,13.9,0,5,1,20.0,0.36,0.07,0.0,0.0,12.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Tottenham Hotspur,Micky van de Ven,nl NED,DF,23.0,11.3,0,6,2,33.3,0.53,0.18,0.0,0.0,11.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Tottenham Hotspur,Lucas Bergvall,se SWE,MF,18.0,13.5,0,12,2,16.7,0.89,0.15,0.0,0.0,19.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Tottenham Hotspur,Mathys Tel,fr FRA,FW,19.0,10.2,2,22,8,36.4,2.16,0.79,0.05,0.13,16.0,1,1,1,3.0,2.2,0.1,-1.0,-1.2
Tottenham Hotspur,Wilson Odobert,fr FRA,FW,19.0,9.5,1,13,4,30.8,1.37,0.42,0.08,0.25,16.4,0,0,0,1.6,1.6,0.13,-0.6,-0.6
Tottenham Hotspur,Kevin Danso,at AUT,DF,25.0,9.4,0,7,3,42.9,0.75,0.32,0.0,0.0,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Tottenham Hotspur,Fraser Forster,eng ENG,GK,36.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Antonín Kinský,cz CZE,GK,21.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Timo Werner,de GER,FW,28.0,5.8,0,8,3,37.5,1.38,0.52,0.0,0.0,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0
Tottenham Hotspur,Richarlison,br BRA,FW,27.0,5.6,4,17,7,41.2,3.02,1.24,0.24,0.57,9.1,0,0,0,3.7,3.7,0.22,0.3,0.3
Tottenham Hotspur,Mikey Moore,eng ENG,FW,16.0,4.1,0,3,0,0.0,0.73,0.0,0.0,,19.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Tottenham Hotspur,Sergio Reguilón,es ESP,DF,27.0,2.2,0,2,0,0.0,0.91,0.0,0.0,,13.3,1,0,0,0.1,0.1,0.06,-0.1,-0.1
Tottenham Hotspur,Brandon Austin,eng ENG,GK,25.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Dane Scarlett,eng ENG,FW,20.0,0.4,0,1,1,100.0,2.65,2.65,0.0,0.0,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Tottenham Hotspur,Alfie Dorrington,eng ENG,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tottenham Hotspur,Will Lankshear,eng ENG,FW,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Jamie Vardy,eng ENG,FW,37.0,31.5,9,56,23,41.1,1.78,0.73,0.14,0.35,12.1,1,1,2,11.2,9.6,0.17,-2.2,-1.6
Leicester City,James Justin,eng ENG,DF,26.0,32.5,2,25,6,24.0,0.77,0.18,0.08,0.33,16.2,2,0,0,1.5,1.5,0.06,0.5,0.5
Leicester City,Wout Faes,be BEL,DF,26.0,31.3,1,12,1,8.3,0.38,0.03,0.08,1.0,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5
Leicester City,Victor Bernth Kristiansen,dk DEN,DF,21.0,27.7,0,3,0,0.0,0.11,0.0,0.0,,17.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Leicester City,Wilfred Ndidi,ng NGA,MF,27.0,26.0,0,22,8,36.4,0.85,0.31,0.0,0.0,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0
Leicester City,Mads Hermansen,dk DEN,GK,24.0,26.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Bilal El Khannouss,ma MAR,MF,20.0,24.5,2,30,7,23.3,1.23,0.29,0.07,0.29,22.0,0,0,0,1.3,1.3,0.04,0.7,0.7
Leicester City,Boubakary Soumaré,fr FRA,MF,25.0,24.2,0,7,0,0.0,0.29,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Leicester City,Conor Coady,eng ENG,DF,31.0,19.1,1,2,2,100.0,0.1,0.1,0.5,0.5,6.9,0,0,0,0.4,0.4,0.21,0.6,0.6
Leicester City,Jordan Ayew,gh GHA,FW,32.0,18.4,5,31,8,25.8,1.69,0.44,0.13,0.5,18.8,4,1,1,3.2,2.4,0.08,1.8,1.6
Leicester City,Harry Winks,eng ENG,MF,28.0,17.1,0,10,4,40.0,0.58,0.23,0.0,0.0,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Leicester City,Stephy Mavididi,eng ENG,FW,26.0,18.1,4,26,7,26.9,1.44,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2
Leicester City,Jannik Vestergaard,dk DEN,DF,31.0,15.5,0,3,2,66.7,0.19,0.13,0.0,0.0,9.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Leicester City,Facundo Buonanotte,ar ARG,FW,19.0,17.0,5,36,12,33.3,2.12,0.71,0.14,0.42,17.6,0,0,0,3.9,3.9,0.11,1.1,1.1
Leicester City,Luke Thomas,eng ENG,DF,23.0,12.4,0,5,0,0.0,0.4,0.0,0.0,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Leicester City,Caleb Okoli,it ITA,DF,23.0,12.5,1,4,2,50.0,0.32,0.16,0.25,0.5,13.5,0,0,0,0.6,0.6,0.15,0.4,0.4
Leicester City,Oliver Skipp,eng ENG,MF,23.0,12.6,0,5,1,20.0,0.4,0.08,0.0,0.0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Leicester City,Jakub Stolarczyk,pl POL,GK,23.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Kasey McAteer,ie IRL,FW,22.0,9.6,1,13,7,53.8,1.36,0.73,0.08,0.14,16.4,0,0,0,1.0,1.0,0.08,0.0,0.0
Leicester City,Bobby De Cordova-Reid,jm JAM,FW,31.0,8.4,1,7,3,42.9,0.84,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,0.2,0.2
Leicester City,Patson Daka,zm ZAM,FW,25.0,8.2,1,15,4,26.7,1.82,0.49,0.07,0.25,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Leicester City,Abdul Fatawu Issahaku,gh GHA,FW,20.0,6.4,0,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Leicester City,Ricardo Pereira,pt POR,DF,30.0,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Leicester City,Danny Ward,wls WAL,GK,31.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Hamza Choudhury,bd BAN,MF,26.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Woyo Coulibaly,ml MLI,DF,25.0,1.2,0,2,1,50.0,1.65,0.83,0.0,0.0,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Leicester City,Jeremy Monga,,FW,nan,1.2,0,3,1,33.3,2.41,0.8,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Leicester City,Odsonne Édouard,fr FRA,FW,26.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Jake Evans,,FW,nan,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Olabade Aluko,,DF,nan,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Will Alves,eng ENG,FW,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leicester City,Michael Golding,eng ENG,MF,18.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Dara O'Shea,ie IRL,DF,25.0,34.7,0,22,2,9.1,0.63,0.06,0.0,0.0,13.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Ipswich Town,Leif Davis,eng ENG,DF,24.0,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0
Ipswich Town,Liam Delap,eng ENG,FW,21.0,29.1,12,66,29,43.9,2.27,1.0,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2
Ipswich Town,Sam Morsy,eg EGY,MF,32.0,30.7,1,13,3,23.1,0.42,0.1,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,0.6,0.6
Ipswich Town,Omari Hutchinson,eng ENG,MF,20.0,28.8,3,45,18,40.0,1.56,0.62,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1
Ipswich Town,Jacob Greaves,eng ENG,DF,23.0,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Ipswich Town,Jens Cajuste,se SWE,MF,24.0,22.0,1,12,1,8.3,0.55,0.05,0.08,1.0,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3
Ipswich Town,Axel Tuanzebe,cd COD,DF,26.0,19.1,0,4,0,0.0,0.21,0.0,0.0,,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ipswich Town,Arijanet Muric,xk KVX,GK,25.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Cameron Burgess,au AUS,DF,28.0,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
Ipswich Town,Ben Johnson,eng ENG,DF,24.0,15.1,1,7,3,42.9,0.46,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1
Ipswich Town,Kalvin Phillips,eng ENG,MF,28.0,13.8,0,11,2,18.2,0.8,0.14,0.0,0.0,24.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4
Ipswich Town,Alex Palmer,eng ENG,GK,27.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Sammie Szmodics,ie IRL,FW,28.0,11.2,4,21,12,57.1,1.88,1.07,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,0.6,0.6
Ipswich Town,Jack Clarke,eng ENG,FW,23.0,13.2,0,17,2,11.8,1.28,0.15,0.0,0.0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
Ipswich Town,Luke Woolfenden,eng ENG,DF,25.0,13.2,0,1,0,0.0,0.08,0.0,0.0,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Ipswich Town,Wes Burns,wls WAL,"FW,DF",29.0,10.4,0,7,1,14.3,0.67,0.1,0.0,0.0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Ipswich Town,Julio Enciso,py PAR,MF,20.0,9.8,2,32,11,34.4,3.28,1.13,0.06,0.18,23.0,1,0,0,1.7,1.7,0.05,0.3,0.3
Ipswich Town,Conor Chaplin,eng ENG,MF,27.0,9.6,1,16,3,18.8,1.66,0.31,0.06,0.33,17.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5
Ipswich Town,Nathan Broadhead,wls WAL,MF,26.0,7.9,2,13,8,61.5,1.65,1.02,0.15,0.25,15.8,0,0,0,1.7,1.7,0.13,0.3,0.3
Ipswich Town,Christian Walton,eng ENG,GK,28.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,George Hirst,sct SCO,FW,25.0,7.4,3,14,7,50.0,1.89,0.95,0.21,0.43,11.3,0,0,0,2.1,2.1,0.15,0.9,0.9
Ipswich Town,Jaden Philogene Bidace,eng ENG,"FW,DF",22.0,5.3,2,12,5,41.7,2.26,0.94,0.17,0.4,16.4,0,0,0,2.0,2.0,0.17,0.0,0.0
Ipswich Town,Jack Taylor,ie IRL,MF,26.0,9.6,1,19,4,21.1,1.98,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,0.3,0.3
Ipswich Town,Harry Clarke,eng ENG,DF,23.0,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Ipswich Town,Conor Townsend,eng ENG,DF,31.0,3.7,0,1,0,0.0,0.27,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Ipswich Town,Chiedozie Ogbene,ie IRL,FW,27.0,2.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Massimo Luongo,au AUS,MF,31.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Ben Godfrey,eng ENG,DF,26.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,Ali Al Hamadi,iq IRQ,FW,22.0,1.5,0,4,0,0.0,2.69,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Ipswich Town,Marcus Harness,eng ENG,MF,28.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ipswich Town,George Edmundson,eng ENG,DF,26.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Southampton,Mateus Fernandes,pt POR,MF,20.0,32.5,2,42,14,33.3,1.29,0.43,0.05,0.14,18.7,4,0,0,4.0,4.0,0.1,-2.0,-2.0
Southampton,Kyle Walker-Peters,eng ENG,DF,27.0,32.5,0,20,6,30.0,0.62,0.18,0.0,0.0,18.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8
Southampton,Taylor Harwood-Bellis,eng ENG,DF,22.0,31.4,1,20,8,40.0,0.64,0.25,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8
Southampton,Aaron Ramsdale,eng ENG,GK,26.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Southampton,Jan Bednarek,pl POL,DF,28.0,28.2,2,5,2,40.0,0.18,0.07,0.4,1.0,16.0,0,0,0,0.7,0.7,0.13,1.3,1.3
Southampton,Flynn Downes,eng ENG,MF,25.0,24.0,1,10,3,30.0,0.42,0.13,0.1,0.33,18.7,0,0,0,0.6,0.6,0.06,0.4,0.4
Southampton,Joe Aribo,ng NGA,MF,28.0,22.5,3,17,7,41.2,0.76,0.31,0.18,0.43,14.0,0,0,0,2.7,2.7,0.16,0.3,0.3
Southampton,Tyler Dibling,eng ENG,FW,18.0,20.9,2,28,9,32.1,1.34,0.43,0.07,0.22,19.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5
Southampton,Lesley Ugochukwu,fr FRA,MF,20.0,18.5,1,10,1,10.0,0.54,0.05,0.1,1.0,17.0,0,0,0,0.9,0.9,0.09,0.1,0.1
Southampton,Ryan Manning,ie IRL,DF,28.0,16.4,0,8,1,12.5,0.49,0.06,0.0,0.0,22.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Southampton,Kamaldeen Sulemana,gh GHA,FW,22.0,15.7,1,29,8,27.6,1.85,0.51,0.03,0.13,18.6,0,0,0,1.5,1.5,0.05,-0.5,-0.5
Southampton,Jack Stephens,eng ENG,DF,30.0,15.5,1,4,2,50.0,0.26,0.13,0.25,0.5,11.0,0,0,0,0.6,0.6,0.14,0.4,0.4
Southampton,Yukinari Sugawara,jp JPN,DF,24.0,17.4,1,14,5,35.7,0.8,0.29,0.07,0.2,20.2,1,0,0,0.5,0.5,0.03,0.5,0.5
Southampton,Adam Armstrong,eng ENG,FW,27.0,14.0,2,25,7,28.0,1.79,0.5,0.08,0.29,16.6,0,0,1,3.3,2.3,0.09,-1.3,-0.3
Southampton,Cameron Archer,eng ENG,FW,23.0,16.2,2,28,10,35.7,1.73,0.62,0.07,0.2,12.8,0,0,1,5.7,4.9,0.18,-3.7,-2.9
Southampton,James Bree,eng ENG,DF,26.0,12.0,0,4,1,25.0,0.33,0.08,0.0,0.0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Southampton,Paul Onuachu,ng NGA,FW,30.0,11.7,4,34,15,44.1,2.9,1.28,0.12,0.27,10.4,0,0,0,3.6,3.6,0.11,0.4,0.4
Southampton,Nathan Wood-Gordon,eng ENG,DF,22.0,8.6,0,2,0,0.0,0.23,0.0,0.0,,5.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Southampton,William Smallbone,ie IRL,MF,24.0,7.7,1,7,1,14.3,0.91,0.13,0.14,1.0,17.6,1,0,0,0.6,0.6,0.08,0.4,0.4
Southampton,Welington,br BRA,DF,23.0,5.4,0,3,0,0.0,0.56,0.0,0.0,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Southampton,Alex McCarthy,eng ENG,GK,34.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Southampton,Adam Lallana,eng ENG,MF,36.0,4.1,0,3,0,0.0,0.74,0.0,0.0,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Southampton,Ben Brereton,cl CHI,FW,25.0,5.0,0,11,1,9.1,2.2,0.2,0.0,0.0,17.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Southampton,Ross Stewart,sct SCO,FW,28.0,4.4,1,9,2,22.2,2.07,0.46,0.11,0.5,10.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1
Southampton,Ryan Fraser,sct SCO,"FW,DF",30.0,3.4,0,1,1,100.0,0.29,0.29,0.0,0.0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Southampton,Charlie Taylor,eng ENG,DF,30.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
